Disease ID	Name	Mnemonic	Description
DI-03049	Leber congenital amaurosis 15	LCA15	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-03236	Leber congenital amaurosis 16	LCA16	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-03831	Leber congenital amaurosis 17	LCA17	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or almost absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-04324	Leber congenital amaurosis 18	LCA18	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or almost absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-00630	Leber congenital amaurosis 2	LCA2	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-00631	Leber congenital amaurosis 3	LCA3	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-00632	Leber congenital amaurosis 4	LCA4	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-00633	Leber congenital amaurosis 5	LCA5	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-00634	Leber congenital amaurosis 6	LCA6	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-00635	Leber congenital amaurosis 7	LCA7	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-00636	Leber congenital amaurosis 8	LCA8	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-03534	Leber congenital amaurosis 9	LCA9	A severe dystrophy of the retina, typically becoming evident in the first years of life. Visual function is usually poor and often accompanied by nystagmus, sluggish or near-absent pupillary responses, photophobia, high hyperopia and keratoconus.
DI-00640	Leber hereditary optic neuropathy	LHON	A maternally inherited disease resulting in acute or subacute loss of central vision, due to optic nerve dysfunction. Cardiac conduction defects and neurological defects have also been described in some patients. LHON results from primary mitochondrial DNA mutations affecting the respiratory chain complexes.
DI-00641	Leber hereditary optic neuropathy with dystonia	LDYT	Part of a spectrum of Leber hereditary optic neuropathy. It is characterized by the association of optic atrophy and central vision loss with dystonia.
DI-00642	Lecithin-cholesterol acyltransferase deficiency	LCATD	A disorder of lipoprotein metabolism characterized by inadequate esterification of plasmatic cholesterol. Two clinical forms are recognized: complete LCAT deficiency and fish-eye disease. LCATD is generally referred to the complete form which is associated with absence of both alpha and beta LCAT activities resulting in esterification anomalies involving both HDL (alpha-LCAT activity) and LDL (beta-LCAT activity). It causes a typical triad of diffuse corneal opacities, target cell hemolytic anemia, and proteinuria with renal failure.
DI-00823	Left ventricular non-compaction 1	LVNC1	A disease due to an arrest of myocardial morphogenesis. It is characterized by a hypertrophic left ventricle with deep trabeculations and with poor systolic function, with or without associated left ventricular dilation. In some cases, it is associated with other congenital heart anomalies such as ventricular septal defects, pulmonic stenosis and atrial septal defects. The right ventricle may also be affected.
DI-03871	Left ventricular non-compaction 10	LVNC10	A disease due to an arrest of myocardial morphogenesis. It is characterized by a hypertrophic left ventricle with deep trabeculations and with poor systolic function, with or without associated left ventricular dilation. In some cases, it is associated with other congenital heart anomalies.
DI-01489	Left ventricular non-compaction 3	LVNC3	A disease due to an arrest of myocardial morphogenesis. It is characterized by a hypertrophic left ventricle with deep trabeculations and with poor systolic function, with or without associated left ventricular dilation. In some cases, it is associated with other congenital heart anomalies.
DI-03659	Left ventricular non-compaction 7	LVNC7	A disease due to an arrest of myocardial morphogenesis. It is characterized by a hypertrophic left ventricle with deep trabeculations and with poor systolic function, with or without associated left ventricular dilation. In some cases, it is associated with other congenital heart anomalies.
DI-03859	Left ventricular non-compaction 8	LVNC8	A disease due to an arrest of myocardial morphogenesis. It is characterized by a hypertrophic left ventricle with deep trabeculations and with poor systolic function, with or without associated left ventricular dilation. In some cases, it is associated with other congenital heart anomalies.
DI-03886	Left ventricular non-compaction 9	LVNC9	A disease due to an arrest of myocardial morphogenesis. It is characterized by a hypertrophic left ventricle with deep trabeculations and with poor systolic function, with or without associated left ventricular dilation. In some cases, it is associated with other congenital heart anomalies.
DI-01883	Left-right axis malformations	LRAM	The defect includes left pulmonary isomerism, with cardiac anomalies characterized by complete atrioventricular canal defect and hypoplastic left ventricle, and interrupted inferior vena cava.
DI-01885	Legg-Calve-Perthes disease	LCPD	Characterized by loss of circulation to the femoral head, resulting in avascular necrosis in a growing child. Clinical pictures of the disease vary, depending on the phase of disease progression through ischemia, revascularization, fracture and collapse, and repair and remodeling of the bone.
DI-01886	Leigh syndrome	LS	An early-onset progressive neurodegenerative disorder characterized by the presence of focal, bilateral lesions in one or more areas of the central nervous system including the brainstem, thalamus, basal ganglia, cerebellum and spinal cord. Clinical features depend on which areas of the central nervous system are involved and include subacute onset of psychomotor retardation, hypotonia, ataxia, weakness, vision loss, eye movement abnormalities, seizures, and dysphagia.
DI-01887	Leigh syndrome French-Canadian type	LSFC	Severe neurological disorder characterized by bilaterally symmetrical necrotic lesions in subcortical brain regions that is commonly associated with systemic cytochrome c oxidase (COX) deficiency. In the Saguenay-Lac Saint Jean region of Quebec province in Canada, a biochemically distinct form of Leigh syndrome with COX deficiency has been described. Patients have been observed to have a developmental delay, hypotonia, mild facial dysmorphism, chronic well-compensated metabolic acidosis, and high mortality due to episodes of severe acidosis and coma. Enzyme activity was close to normal in kidney and heart, 50% of normal in fibroblasts and skeletal muscle, and nearly absent in brain and liver. LSFC patients show reduced (<30%) levels of LRPPRC in both fibroblast and liver mitochondria and a specifically reduced translation of COX subunits MT-CO1/COXI and MT-CO3 (COXIII).
DI-04022	Lenz-Majewski hyperostotic dwarfism	LMHD	A syndrome of intellectual disability and multiple congenital anomalies that features generalized craniotubular hyperostosis. LMHD is characterized by the combination of sclerosing bone dysplasia, intellectual disability and distinct craniofacial, dental, cutaneous and distal limb anomalies. The progressive generalized hyperostosis associated with this syndrome affects the cranium, the vertebrae and the diaphyses of tubular bones, leading to severe growth restriction.
DI-01888	LEOPARD syndrome 1	LPRD1	A disorder characterized by lentigines, electrocardiographic conduction abnormalities, ocular hypertelorism, pulmonic stenosis, abnormalities of genitalia, retardation of growth, and sensorineural deafness.
DI-01889	LEOPARD syndrome 2	LPRD2	A disorder characterized by lentigines, electrocardiographic conduction abnormalities, ocular hypertelorism, pulmonic stenosis, abnormalities of genitalia, retardation of growth, and sensorineural deafness.
DI-02991	LEOPARD syndrome 3	LPRD3	A disorder characterized by lentigines, electrocardiographic conduction abnormalities, ocular hypertelorism, pulmonic stenosis, abnormalities of genitalia, retardation of growth, and sensorineural deafness.
DI-01890	Leprechaunism	LEPRCH	Represents the most severe form of insulin resistance syndrome, characterized by intrauterine and postnatal growth retardation and death in early infancy. Inheritance is autosomal recessive.
DI-03637	Leptin deficiency	LEPD	A rare disease characterized by low levels of serum leptin, severe hyperphagia and intractable obesity from an early age.
DI-03638	Leptin receptor deficiency	LEPRD	A rare disease characterized by normal levels of serum leptin, hyperphagia and severe obesity from an early age. Additional features include alterations in immune function, and delayed puberty due to hypogonadotropic hypogonadism.
DI-01891	Leri-Weill dyschondrosteosis	LWD	Dominantly inherited skeletal dysplasia characterized by moderate short stature predominantly because of short mesomelic limb segments. It is often associated with the Madelung deformity of the wrist, comprising bowing of the radius and dorsal dislocation of the distal ulna.
DI-01892	Lesch-Nyhan syndrome	LNS	Characterized by complete lack of enzymatic activity that results in hyperuricemia, choreoathetosis, mental retardation, and compulsive self-mutilation.
DI-00643	Lethal arthrogryposis with anterior horn cell disease	LAAHD	A disorder characterized by fetal akinesia, arthrogryposis and motor neuron loss. The fetus often survives delivery, but dies early as a result of respiratory failure. Neuropathological findings resemble those of lethal congenital contracture syndrome type 1, but are less severe.
DI-00644	Lethal congenital contracture syndrome 1	LCCS1	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy, and congenital non-progressive joint contractures (arthrogryposis). The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth. LCCS1 patients manifest early fetal hydrops and akinesia, micrognathia, pulmonary hypoplasia, pterygia, and multiple joint contractures. It leads to prenatal death.
DI-04766	Lethal congenital contracture syndrome 10	LCCS10	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy and congenital non-progressive joint contractures. The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth.
DI-04874	Lethal congenital contracture syndrome 11	LCCS11	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy and congenital non-progressive joint contractures. The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth.
DI-00645	Lethal congenital contracture syndrome 2	LCCS2	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy, and congenital non-progressive joint contractures (arthrogryposis). The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth. LCCS2 patients manifest craniofacial/ocular findings, lack of hydrops, multiple pterygia, and fractures, as well as a normal duration of pregnancy and a unique feature of a markedly distended urinary bladder (neurogenic bladder defect). The phenotype suggests a spinal cord neuropathic etiology.
DI-01893	Lethal congenital contracture syndrome 3	LCCS3	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy, and congenital non-progressive joint contractures (arthrogryposis). The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth. LCCS3 patients present at birth with severe multiple joint contractures and severe muscle wasting and atrophy, mainly in the legs. Death occurs minutes to hours after birth due to respiratory insufficiency. The phenotype can be distinguished from that of LCCS1 by the absence of hydrops, fractures and multiple pterygia, and from LCCS2 by the absence of neurogenic bladder defect.
DI-03609	Lethal congenital contracture syndrome 4	LCCS4	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy and congenital non-progressive joint contractures. The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth.
DI-03854	Lethal congenital contracture syndrome 5	LCCS5	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy and congenital non-progressive joint contractures. The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth.
DI-04327	Lethal congenital contracture syndrome 6	LCCS6	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy and congenital non-progressive joint contractures. The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth. LCCS6 features include severe polyhydramnios and absent stomach, in addition to multiple contracture deformities.
DI-04378	Lethal congenital contracture syndrome 7	LCCS7	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy and congenital non-progressive joint contractures. The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth. LCCS7 is a severe axoglial disease characterized by congenital distal joint contractures, polyhydramnios, reduced fetal movements, and motor paralysis leading to death early in the neonatal period.
DI-04380	Lethal congenital contracture syndrome 8	LCCS8	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy and congenital non-progressive joint contractures. The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth. LCCS8 is an axoglial form of arthrogryposis multiplex congenita, characterized by congenital distal joint contractures, reduced fetal movements, and severe motor paralysis leading to death early in the neonatal period.
DI-04504	Lethal congenital contracture syndrome 9	LCCS9	A form of lethal congenital contracture syndrome, an autosomal recessive disorder characterized by degeneration of anterior horn neurons, extreme skeletal muscle atrophy and congenital non-progressive joint contractures. The contractures can involve the upper or lower limbs and/or the vertebral column, leading to various degrees of flexion or extension limitations evident at birth.
DI-01894	Lethal tight skin contracture syndrome	LTSCS	Rare disorder mainly characterized by intrauterine growth retardation, tight and rigid skin with erosions, prominent superficial vasculature and epidermal hyperkeratosis, facial features (small mouth, small pinched nose and micrognathia), sparse/absent eyelashes and eyebrows, mineralization defects of the skull, thin dysplastic clavicles, pulmonary hypoplasia, multiple joint contractures and an early neonatal lethal course. Liveborn children usually die within the first week of life. The overall prevalence of consanguineous cases suggested an autosomal recessive inheritance.
DI-01896	Leucine-induced hypoglycemia	LIH	Rare cause of hypoglycemia and is described as a condition in which symptomatic hypoglycemia is provoked by high protein feedings. Hypoglycemia is also elicited by administration of oral or intravenous infusions of a single amino acid, leucine.
DI-03076	Leukemia, acute lymphoblastic	ALL	A subtype of acute leukemia, a cancer of the white blood cells. ALL is a malignant disease of bone marrow and the most common malignancy diagnosed in children. The malignant cells are lymphoid precursor cells (lymphoblasts) that are arrested in an early stage of development. The lymphoblasts replace the normal marrow elements, resulting in a marked decrease in the production of normal blood cells. Consequently, anemia, thrombocytopenia, and neutropenia occur to varying degrees. The lymphoblasts also proliferate in organs other than the marrow, particularly the liver, spleen, and lymphnodes.
DI-03959	Leukemia, acute lymphoblastic, 3	ALL3	A subtype of acute leukemia, a cancer of the white blood cells. Acute lymphoblastic anemia is a malignant disease of bone marrow and the most common malignancy diagnosed in children. The malignant cells are lymphoid precursor cells (lymphoblasts) that are arrested in an early stage of development. The lymphoblasts replace the normal marrow elements, resulting in a marked decrease in the production of normal blood cells. Consequently, anemia, thrombocytopenia, and neutropenia occur to varying degrees. The lymphoblasts also proliferate in organs other than the marrow, particularly the liver, spleen, and lymphnodes.
DI-01171	Leukemia, acute myelogenous	AML	A subtype of acute leukemia, a cancer of the white blood cells. AML is a malignant disease of bone marrow characterized by maturational arrest of hematopoietic precursors at an early stage of development. Clonal expansion of myeloid blasts occurs in bone marrow, blood, and other tissue. Myelogenous leukemias develop from changes in cells that normally produce neutrophils, basophils, eosinophils and monocytes.
DI-01350	Leukemia, chronic lymphocytic	CLL	A chronic leukemia in which functionally incompetent B-lymphocytes progressively accumulate in the bone marrow, blood, and lymphoid tissues. The clinical evolution of the disorder is heterogeneous, with some patients having indolent disease and others having aggressive disease and short survival.
DI-03735	Leukemia, chronic myeloid	CML	A clonal myeloproliferative disorder of a pluripotent stem cell with a specific cytogenetic abnormality, the Philadelphia chromosome (Ph), involving myeloid, erythroid, megakaryocytic, B-lymphoid, and sometimes T-lymphoid cells, but not marrow fibroblasts.
DI-03829	Leukemia, chronic myeloid, atypical	ACML	A myeloproliferative disorder that shares clinical and laboratory features with chronic myeloid leukemia but lacks the pathognomonic Philadelphia chromosome and the corresponding BCR/ABL1 fusion transcript. Features include myeloid predominance in the bone marrow, myeloid proliferation and low leukocyte alkaline phosphatase value, splenomegaly, hepatomegaly, elevated white blood cell count. Enlarged spleen may also be associated with a hypermetabolic state, fever, weight loss, and chronic fatigue. The enlarged liver may contribute to the patient's weight loss.
DI-01851	Leukemia, juvenile myelomonocytic	JMML	An aggressive pediatric myelodysplastic syndrome/myeloproliferative disorder characterized by malignant transformation in the hematopoietic stem cell compartment with proliferation of differentiated progeny. Patients have splenomegaly, enlarged lymph nodes, rashes, and hemorrhages.
DI-01897	Leukocyte adhesion deficiency 1	LAD1	LAD1 patients have recurrent bacterial infections and their leukocytes are deficient in a wide range of adhesion-dependent functions.
DI-01898	Leukocyte adhesion deficiency 3	LAD3	A disorder characterized by recurrent bacterial infections without pus formation, leukocytosis and major bleeding disorders.
DI-04639	Leukodystrophy and acquired microcephaly with or without dystonia	LDAMD	An autosomal recessive neurologic disorder characterized by profound mental retardation, dystonia, postnatal microcephaly, and white matter abnormalities consistent with leukodystrophy.
DI-00646	Leukodystrophy, demyelinating, autosomal dominant, adult-onset	ADLD	A slowly progressive and fatal demyelinating leukodystrophy, presenting in the fourth or fifth decade of life. Clinically characterized by early autonomic abnormalities, pyramidal and cerebellar dysfunction, and symmetric demyelination of the CNS. It differs from multiple sclerosis and other demyelinating disorders in that neuropathology shows preservation of oligodendroglia in the presence of subtotal demyelination and lack of astrogliosis.
DI-00647	Leukodystrophy, globoid cell	GLD	An autosomal recessive disorder characterized by insufficient catabolism of several galactolipids that are important for normal myelin production. Four clinical forms are recognized. The infantile form accounts for 90% of cases. It manifests before six months of age with irritability, spasticity, arrest of motor and mental development, and bouts of temperature elevation without infection. This is followed by myoclonic jerks of arms and legs, oposthotonus, hypertonic fits, and mental regression, which progresses to a severe decerebrate condition with no voluntary movements and death from respiratory infections or cerebral hyperpyrexia before 2 years of age. Cases with later onset present with unexplained blindness, weakness and sensorimotor peripheral neuropathy, mental deterioration and death.
DI-00648	Leukodystrophy, hypomyelinating, 1	HLD1	A X-linked recessive disorder of the central nervous system in which myelin is not formed properly. Clinically characterized by nystagmus, spastic quadriplegia, ataxia, and developmental delay.
DI-04450	Leukodystrophy, hypomyelinating, 10	HLD10	An autosomal recessive neurologic disorder characterized by postnatal microcephaly, severely delayed psychomotor development, hypomyelination, and reduced cerebral white-matter volume.
DI-04497	Leukodystrophy, hypomyelinating, 11	HLD11	An autosomal recessive neurologic disorder characterized by brain hypomyelination, delayed psychomotor development, intellectual disability, tremor and other neurologic symptoms. Some patients may additionally manifest non-neurologic features, particularly dental abnormalities and hypogonadotropic hypogonadism.
DI-04619	Leukodystrophy, hypomyelinating, 12	HLD12	An autosomal recessive neurologic disorder characterized by developmental delay, spasticity, truncal hypotonia, acquired microcephaly, intellectual disability with variable seizure disorder, accompanied by thin corpus callosum, paucity of white matter and delayed myelination.
DI-04695	Leukodystrophy, hypomyelinating, 13	HLD13	An autosomal recessive neurodegenerative disorder with infantile onset, affecting mainly the central white matter. Clinical features include early feeding difficulties, global developmental delay, postnatal progressive microcephaly, truncal hypotonia, spasticity, and variable neurologic deficits, such as visual impairment.
DI-00649	Leukodystrophy, hypomyelinating, 2	HLD2	An autosomal recessive hypomyelinating leukodystrophy with symptoms of Pelizaeus-Merzbacher disease. Clinically characterized by nystagmus, impaired motor development, ataxia, choreoathetotic movements, dysarthria, and progressive spasticity.
DI-03001	Leukodystrophy, hypomyelinating, 3	HLD3	A severe autosomal recessive hypomyelinating leukodystrophy characterized by early infantile onset of global developmental delay, lack of development, lack of speech acquisition, and peripheral spasticity associated with decreased myelination in the central nervous system.
DI-00650	Leukodystrophy, hypomyelinating, 4	HLD4	A severe autosomal recessive hypomyelinating leukodystrophy. Clinically characterized by infantile-onset rotary nystagmus, progressive spastic paraplegia, neurologic regression, motor impairment, profound mental retardation. Death usually occurs within the first two decades of life.
DI-00651	Leukodystrophy, hypomyelinating, 5	HLD5	A hypomyelinating leukodystrophy associated with congenital cataract. It is clinically characterized by congenital cataract, progressive neurologic impairment, and diffuse myelin deficiency. Affected individuals experience progressive pyramidal and cerebellar dysfunction, muscle weakness and wasting prevailingly in the lower limbs. Mental deficiency ranges from mild to moderate. HLD5 shows clinical variability, but features of hypomyelination combined with increased periventricular white matter water content are consistently observed.
DI-03778	Leukodystrophy, hypomyelinating, 6	HLD	A neurologic disorder characterized by onset in infancy or early childhood of delayed motor development and gait instability, followed by extrapyramidal movement disorders, such as dystonia, choreoathetosis, rigidity, opisthotonus, and oculogyric crises, progressive spastic tetraplegia, ataxia, and, more rarely, seizures. Most patients have cognitive decline and speech delay, but some can function normally. Brain MRI shows a combination of hypomyelination, cerebellar atrophy, and atrophy or disappearance of the putamen.
DI-03248	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	HLD7	An autosomal recessive neurodegenerative disorder characterized by childhood onset of progressive motor decline manifest as spasticity, ataxia, tremor, and cerebellar signs, as well as mild cognitive regression. Other features may include hypodontia or oligodontia and hypogonadotropic hypogonadism. There is considerable inter- and intrafamilial variability.
DI-03308	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	HLD8	An autosomal recessive neurodegenerative disorder characterized by early childhood onset of cerebellar ataxia and mild intellectual disabilities associated with diffuse hypomyelination apparent on brain MRI. Variable features include oligodontia and/or hypogonadotropic hypogonadism.
DI-04288	Leukodystrophy, hypomyelinating, 9	HLD9	An autosomal recessive neurodegenerative disorder characterized by delayed psychomotor development, severe spasticity, nystagmus, and ataxia associated with diffuse hypomyelination apparent on brain MRI.
DI-00652	Leukodystrophy metachromatic	MLD	A leukodystrophy due to a lysosomal storage defect. Characterized by intralysosomal storage of cerebroside-3-sulfate in neural and non-neural tissues, with a diffuse loss of myelin in the central nervous system. Progressive demyelination causes a variety of neurological symptoms, including gait disturbances, ataxias, optical atrophy, dementia, seizures, and spastic tetraparesis. Three forms of the disease can be distinguished according to the age at onset: late-infantile, juvenile and adult.
DI-02744	Leukodystrophy metachromatic due to saposin-B deficiency	MLD-SAPB	An atypical form of metachromatic leukodystrophy. It is characterized by tissue accumulation of cerebroside-3-sulfate, demyelination, periventricular white matter abnormalities, peripheral neuropathy. Additional neurological features include dysarthria, ataxic gait, psychomotor regression, seizures, cognitive decline and spastic quadriparesis.
DI-00654	Leukodystrophy with vanishing white matter	VWM	A leukodystrophy that occurs mainly in children. Neurological signs include progressive cerebellar ataxia, spasticity, inconstant optic atrophy and relatively preserved mental abilities. The disease is chronic-progressive with, in most individuals, additional episodes of rapid deterioration following febrile infections or minor head trauma. While childhood onset is the most common form of the disorder, some severe forms are apparent at birth. A severe, early-onset form seen among the Cree and Chippewayan populations of Quebec and Manitoba is called Cree leukoencephalopathy. Milder forms may not become evident until adolescence or adulthood. Some females with milder forms of the disease who survive to adolescence exhibit ovarian dysfunction. This variant of the disorder is called ovarioleukodystrophy.
DI-02726	Leukoencephalopathy, cystic, without megalencephaly	LCWM	An infantile-onset syndrome of cerebral leukoencephalopathy. Affected newborns develop microcephaly and neurologic abnormalities including psychomotor impairment, seizures and sensorineural hearing impairment. The brain shows multifocal white matter lesions, anterior temporal lobe subcortical cysts, pericystic abnormal myelination, ventriculomegaly and intracranial calcifications.
DI-03392	Leukoencephalopathy, diffuse hereditary, with spheroids	HDLS	An autosomal dominant adult-onset rapidly progressive neurodegenerative disorder characterized by variable behavioral, cognitive, and motor changes. Patients often die of dementia within 6 years of onset. Brain imaging shows patchy abnormalities in the cerebral white matter, predominantly affecting the frontal and parietal lobes.
DI-01960	Leukoencephalopathy, megalencephalic, with subcortical cysts, 1	MLC1	A syndrome of cerebral leukoencephalopathy and megalencephaly characterized by ataxia, spasticity, seizures, delay in motor development and mild mental retardation. The brain appears swollen on magnetic resonance imaging, with diffuse white-matter abnormalities and the invariable presence of subcortical cysts in frontal and temporal lobes.
DI-03113	Leukoencephalopathy, megalencephalic, with subcortical cysts, 2A	MLC2A	A neurodegenerative disorder characterized by infantile-onset macrocephaly and later onset of motor deterioration, with ataxia and spasticity, seizures, and cognitive decline of variable severity. The brain appears swollen on magnetic resonance imaging with white-matter abnormalities and subcortical cysts, in all stages of the disease.
DI-03114	Leukoencephalopathy, megalencephalic, with subcortical cysts, 2B	MLC2B	A neurodegenerative disorder characterized by infantile-onset of macrocephaly and mildly delayed motor development associated with white-matter abnormalities on brain magnetic resonance imaging. The phenotype is milder that MLC2A, with better preserved cerebellar white matter and no subcortical cysts outside the temporal region. On follow-up, patients show normal or almost normal motor function. Some patients have normal intelligence, whereas others have a significant cognitive deficiency.
DI-04191	Leukoencephalopathy, progressive, with ovarian failure	LKENP	An autosomal recessive neurodegenerative disorder characterized by childhood- to adulthood-onset of signs of neurologic deterioration consisting of ataxia, spasticity, and cognitive decline with features of frontal lobe dysfunction. Brain MRI shows leukoencephalopathy with striking involvement of deep white matter, and cerebellar atrophy. All female patients develop premature ovarian failure.
DI-04040	Leukoencephalopathy with ataxia	LKPAT	An autosomal recessive neurologic disorder with a characteristic pattern of white matter abnormalities on brain MRI. Affected individuals have prominent signal abnormalities and decreased apparent diffusion coefficient values in the posterior limbs of the internal capsules, middle cerebral peduncles, pyramidal tracts in the pons, and middle cerebellar peduncles, suggesting myelin microvacuolation. Clinical features include ataxia and unstable gait. More variable abnormalities may include visual field defects, headaches, and learning disabilities.
DI-01899	Leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation	LBSL	Autosomal recessive disease and is defined on the basis of a highly characteristic constellation of abnormalities observed by magnetic resonance imaging and spectroscopy. Affected individuals develop slowly progressive cerebellar ataxia, spasticity, and dorsal column dysfunction, sometimes with a mild cognitive deficit or decline.
DI-02987	Leukoencephalopathy, with dystonia and motor neuropathy	LDMN	A syndrome characterized by leukoencephalopathy, dystonic head tremor, spasmodic torticollis and reduced tendon reflexes in lower extremities. Additional features include hyposmia, pathologic saccadic eye movements, a slight hypoacusis, accumulation of branched-chain pristanic acid in plasma, and the presence of abnormal bile alcohol glucuronides in urine.
DI-04015	L-ferritin deficiency	LFTD	A condition characterized by low levels of ferritin in serum and tissues in the absence of other hematological symptoms. Seizures and mild neuropsychologic impairment may manifest in individuals with complete ferritin deficiency.
DI-01903	Lhermitte-Duclos disease	LDD	A rare disease characterized by the occurrence of a slowly enlarging mass within the cerebellar cortex corresponding histologically to a cerebellar hamartoma. It manifests, most commonly in the third and fourth decades of life, with increased intracranial pressure, headache, nausea, cerebellar dysfunction, occlusive hydrocephalus, ataxia, visual disturbances and other cranial nerve palsies. Various associated abnormalities may be present such as megalencephaly, microgyria, hydromyelia, polydactyly, partial gigantism, macroglossia. LDD is part of the PTEN hamartoma tumor syndromes spectrum that also includes Cowden syndrome.
DI-04382	Lichtenstein-Knorr syndrome	LIKNS	An autosomal recessive neurologic disorder characterized by progressive cerebellar ataxia and severe progressive sensorineural hearing loss.
DI-01905	Liddle syndrome	LIDLS	An autosomal dominant disorder characterized by hypertension, hypokalemic alkalosis, and suppression of plasma renin activity and aldosterone secretion.
DI-03623	Liebenberg syndrome	LBNBG	An upper limb-malformation syndrome characterized by the combination of dysplastic elbow joints and the fusion of wrist bones with consequent radial deviation.
DI-01904	Li-Fraumeni syndrome	LFS	Autosomal dominant familial cancer syndrome that in its classic form is defined by the existence of a proband affected by a sarcoma before 45 years with a first degree relative affected by any tumor before 45 years and another first degree relative with any tumor before 45 years or a sarcoma at any age. Other clinical definitions for LFS have been proposed (PubMed:8118819 and PubMed:8718514) and called Li-Fraumeni like syndrome (LFL). In these families affected relatives develop a diverse set of malignancies at unusually early ages. Four types of cancers account for 80% of tumors occurring in TP53 germline mutation carriers: breast cancers, soft tissue and bone sarcomas, brain tumors (astrocytomas) and adrenocortical carcinomas. Less frequent tumors include choroid plexus carcinoma or papilloma before the age of 15, rhabdomyosarcoma before the age of 5, leukemia, Wilms tumor, malignant phyllodes tumor, colorectal and gastric cancers.
